2012 	Jan 	Feb 	Mar 	Apr 	May 	Jun 	Jul 	Aug 	Sep 	Oct 	Nov 	Dec
1 	16.8 	26.7 	9.63 	18.3 	19.7 	16.6 	9.24 	2.12 	1.53 	1.64   	39.1 	100
2 	13.2 	20.6 	8.50 	19.9 	15.6 	15.7 	7.83 	2.27 	1.54 	1.61   	19.6 	81.5
3 	38.2 	16.8 	8.09 	58.6 	14.0 	11.3 	7.97 	1.90 	1.52 	1.59   	17.0 	58.5
4 	234 	14.4 	9.14 	37.4 	13.6   	9.09 	7.89 	1.76 	1.61 	1.59   	21.8 	65.2
5 	135 	12.9 	25.2 	23.8 	15.3   	7.72 	6.39 	1.76 	1.64 	1.59   	20.7 	53.1
6 	57.3 	11.7 	20.9 	17.6 	12.8   	7.16 	5.70 	1.81 	1.65   	1.59   	13.9 	33.1
7 	31.2 	10.7 	15.5 	14.6 	13.2   	7.99 	5.80 	1.82 	1.63   	1.59   	10.5 	23.0
8 	21.3 	10.5 	12.8 	12.8 	16.0   	9.95 	5.80 	1.78 	1.60   	1.60   	8.85 	16.8
9 	25.4 	15.3 	12.6 	11.8 	15.5 	8.28 	5.98 	1.68 	1.57   	1.59   	7.38 	13.2
10 	20.2 	41.6 	14.6 	13.5 	12.2 	8.55 	5.75 	1.61   	1.57   	1.59   	6.14 	10.9
11 	15.2 	45.8 	15.7 	17.7 	10.3 	8.37 	5.28 	1.73   	1.70 	1.59   	5.33 	9.76
12 	12.5 	29.9 	19.2 	19.5 	9.72 	9.13 	5.01 	1.79   	1.65   	1.64   	5.07 	9.42
13 	10.8 	24.3 	20.1 	18.5 	11.5 	10.5 	4.86 	1.77   	1.61   	1.64   	5.46 	8.35
14 	9.73 	19.5 	15.5 	16.8 	16.0 	9.51 	4.66 	1.85   	1.61   	4.07   	5.64 	7.61
15 	8.62 	16.0 	40.1 	16.8 	19.6 	7.41 	4.59 	1.78 	1.60   	4.28   	5.25 	7.38
16 	7.58 	13.7 	44.5 	21.4 	18.6 	8.74 	4.02 	1.68 	1.58   	6.26   	4.80 	7.40
17 	7.08 	12.8 	25.6 	23.6 	14.8 	11.8 	3.95 	1.66 	1.58   	4.15 	8.37 	7.89
18 	6.74 	19.3 	18.0 	18.7 	12.2 	9.40 	3.74 	1.85 	1.57   	3.07 	22.7 	7.17
19 	6.21 	19.8 	14.4 	16.9 	10.5 	7.22 	3.15 	1.87 	1.56   	13.9 	50.1 	7.46
20 	6.13 	16.0 	13.7 	19.4 	10.5 	6.02 	2.98 	1.82   	1.57   	8.14 	37.7 	8.98
21 	14.3 	13.9 	12.5 	18.2 	17.3 	5.84 	2.88 	1.77   	1.59   	5.22 	37.6 	8.91
22 	14.8 	15.1 	11.0 	17.2 	20.3 	7.21 	2.81 	1.74 	1.76   	3.95 	24.1 	9.40
23 	19.3 	13.8 	10.2 	31.4 	14.3 	14.6 	2.74 	1.71 	1.83   	3.33 	60.3 	12.7
24 	27.9 	14.3 	9.37 	32.2 	12.0 	14.3 	2.43 	1.66 	1.83   	3.05 	39.2 	12.7
25 	62.3 	18.8 	8.71 	62.1 	10.4 	11.1 	2.19 	1.62 	1.82   	2.82 	23.3 	11.2
26 	35.8 	15.5 	8.53 	58.0 	12.2 	8.86 	2.09 	1.60 	1.69   	2.73 	16.0 	10.8
27 	22.7 	12.8 	10.4 	30.9 	13.6 	7.54 	2.09 	1.59 	1.66   	3.98 	12.1 	10.1
28 	17.0 	11.3 	26.4 	21.1 	12.6 	6.77 	2.06 	1.56   	1.67   	7.58 	10.1 	9.08
29 	43.3 	10.8 	50.6 	19.3 	10.9 	8.23 	1.88 	1.54   	1.66   	10.3 	58.7 	8.87
30 	42.1 		32.9 	20.2 	9.46 	10.4 	1.83 	1.53   	1.65   	18.5 	85.6 	8.91
31 	29.8 		21.4 		11.6 		1.94 	1.55 		44.7 		8.27 
